YEAR,QUARTER,REGION,SEX,AGE_GROUP,VALUE,UNIT,SOURCE
2566,"ไตรมาส 3",กรุงเทพมหานคร,ชาย,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,ยอดรวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"15 - 19 ปี",2.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"20 - 24 ปี",9.95,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"25 - 29 ปี",1.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"30 - 34 ปี",1.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"35 - 39 ปี",.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"40 - 49 ปี",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"50 - 59 ปี",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",กรุงเทพมหานคร,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,ยอดรวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"15 - 19 ปี",5.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"20 - 24 ปี",5.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"25 - 29 ปี",1.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"30 - 34 ปี",1.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"35 - 39 ปี",.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"40 - 49 ปี",.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"50 - 59 ปี",.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,รวม,"60 ปีขึ้นไป",.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,ยอดรวม,1.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"15 - 19 ปี",4.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"20 - 24 ปี",3.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"25 - 29 ปี",1.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"30 - 34 ปี",1.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"35 - 39 ปี",1.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"40 - 49 ปี",.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"50 - 59 ปี",.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,ชาย,"60 ปีขึ้นไป",.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,ยอดรวม,.99,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"15 - 19 ปี",6.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"20 - 24 ปี",7.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"25 - 29 ปี",.93,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"30 - 34 ปี",.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"35 - 39 ปี",.47,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"40 - 49 ปี",.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"50 - 59 ปี",.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคกลาง,หญิง,"60 ปีขึ้นไป",.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,ยอดรวม,1.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"15 - 19 ปี",5.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"20 - 24 ปี",5.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"25 - 29 ปี",1.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"30 - 34 ปี",.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"35 - 39 ปี",.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"40 - 49 ปี",.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"50 - 59 ปี",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,รวม,"60 ปีขึ้นไป",.28,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,ยอดรวม,.79,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"15 - 19 ปี",4.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"20 - 24 ปี",3.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"25 - 29 ปี",1.11,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"30 - 34 ปี",.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"35 - 39 ปี",.60,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"40 - 49 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"50 - 59 ปี",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,ชาย,"60 ปีขึ้นไป",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,ยอดรวม,1.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"15 - 19 ปี",8.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"20 - 24 ปี",8.85,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"25 - 29 ปี",2.83,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"30 - 34 ปี",.69,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"35 - 39 ปี",.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"40 - 49 ปี",.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"50 - 59 ปี",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคเหนือ,หญิง,"60 ปีขึ้นไป",.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,ยอดรวม,.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"15 - 19 ปี",5.03,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"20 - 24 ปี",3.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"25 - 29 ปี",1.36,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"30 - 34 ปี",.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"35 - 39 ปี",.44,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"40 - 49 ปี",.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"50 - 59 ปี",.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,รวม,"60 ปีขึ้นไป",.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,ยอดรวม,.57,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"15 - 19 ปี",2.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"20 - 24 ปี",2.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"25 - 29 ปี",1.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"30 - 34 ปี",.30,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"35 - 39 ปี",.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"40 - 49 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"50 - 59 ปี",.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,ชาย,"60 ปีขึ้นไป",.12,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,ยอดรวม,.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"15 - 19 ปี",10.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"20 - 24 ปี",6.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"25 - 29 ปี",1.51,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"30 - 34 ปี",.08,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"35 - 39 ปี",.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"40 - 49 ปี",.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"50 - 59 ปี",.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคตะวันออกเฉียงเหนือ,หญิง,"60 ปีขึ้นไป",.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,ยอดรวม,1.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"15 - 19 ปี",8.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"20 - 24 ปี",7.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"25 - 29 ปี",3.54,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"30 - 34 ปี",1.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"35 - 39 ปี",.70,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"40 - 49 ปี",.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"50 - 59 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,รวม,"60 ปีขึ้นไป",.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,ยอดรวม,1.24,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"15 - 19 ปี",5.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"20 - 24 ปี",4.43,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"25 - 29 ปี",3.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"30 - 34 ปี",1.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"35 - 39 ปี",.97,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"40 - 49 ปี",.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"50 - 59 ปี",.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,ชาย,"60 ปีขึ้นไป",.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,ยอดรวม,1.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"15 - 19 ปี",17.61,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"20 - 24 ปี",11.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"25 - 29 ปี",4.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"30 - 34 ปี",1.06,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"35 - 39 ปี",.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"40 - 49 ปี",.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"50 - 59 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 3",ภาคใต้,หญิง,"60 ปีขึ้นไป",.14,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,ยอดรวม,.81,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"15 - 19 ปี",5.01,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"20 - 24 ปี",4.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"25 - 29 ปี",1.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"30 - 34 ปี",.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"35 - 39 ปี",.38,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"40 - 49 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"50 - 59 ปี",.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,รวม,"60 ปีขึ้นไป",.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,ยอดรวม,.80,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"15 - 19 ปี",4.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"20 - 24 ปี",3.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"25 - 29 ปี",1.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"30 - 34 ปี",.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"35 - 39 ปี",.52,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"40 - 49 ปี",.26,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"50 - 59 ปี",.20,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,ชาย,"60 ปีขึ้นไป",.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,ยอดรวม,.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"15 - 19 ปี",6.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"20 - 24 ปี",5.56,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"25 - 29 ปี",1.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"30 - 34 ปี",.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"35 - 39 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"40 - 49 ปี",.19,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"50 - 59 ปี",.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ทั่วประเทศ,หญิง,"60 ปีขึ้นไป",.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,ยอดรวม,.74,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"15 - 19 ปี",2.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"20 - 24 ปี",5.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"25 - 29 ปี",1.35,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"30 - 34 ปี",.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"35 - 39 ปี",.45,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"40 - 49 ปี",.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"50 - 59 ปี",.37,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,รวม,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,ยอดรวม,.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"15 - 19 ปี",2.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"20 - 24 ปี",4.66,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"25 - 29 ปี",1.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"30 - 34 ปี",1.02,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"35 - 39 ปี",.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"40 - 49 ปี",.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"50 - 59 ปี",.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,ชาย,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,ยอดรวม,.58,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"15 - 19 ปี",3.25,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"20 - 24 ปี",5.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"25 - 29 ปี",.75,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"30 - 34 ปี",.76,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"35 - 39 ปี",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"40 - 49 ปี",.15,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"50 - 59 ปี",.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",กรุงเทพมหานคร,หญิง,"60 ปีขึ้นไป",.00,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,ยอดรวม,.73,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"15 - 19 ปี",2.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"20 - 24 ปี",4.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"25 - 29 ปี",1.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"30 - 34 ปี",.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"35 - 39 ปี",.34,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"40 - 49 ปี",.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"50 - 59 ปี",.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,รวม,"60 ปีขึ้นไป",.09,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,ยอดรวม,.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"15 - 19 ปี",2.42,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"20 - 24 ปี",4.27,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"25 - 29 ปี",1.50,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"30 - 34 ปี",.87,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"35 - 39 ปี",.41,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"40 - 49 ปี",.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"50 - 59 ปี",.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,ชาย,"60 ปีขึ้นไป",.05,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,หญิง,ยอดรวม,.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,หญิง,"15 - 19 ปี",1.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,หญิง,"20 - 24 ปี",4.82,ร้อยละ,สำนักงานสถิติแห่งชาติ
2566,"ไตรมาส 4",ภาคกลาง,หญิง,"25 - 29 ปี",.94,ร้อยละ,สำนักงานสถิติแห่งชาติ
